STATION,DATE,avg(TEMP)
7005,20130501,11.1125000000
7005,20130502,10.0625000000
7005,20130503,10.7125000000
7005,20130504,10.4500000000
7005,20130505,11.4625000000
7005,20130506,11.6750000000
7005,20130507,13.8000000000
7005,20130508,12.8750000000
7005,20130509,11.1750000000
7005,20130510,11.0875000000
7005,20130511,10.2250000000
7005,20130512,9.9750000000
7005,20130513,10.9250000000
7005,20130514,9.4125000000
7005,20130515,10.1750000000
7005,20130516,9.0750000000
7005,20130517,9.2428571429
7005,20130518,11.3375000000
7005,20130519,10.9875000000
7005,20130520,10.4375000000
7005,20130521,10.3750000000
7005,20130522,9.8000000000
7005,20130523,7.2875000000
7005,20130524,6.0250000000
7005,20130525,9.2250000000
7005,20130526,10.7000000000
7005,20130527,12.1125000000
7005,20130528,10.7625000000
7005,20130529,9.5000000000
7005,20130530,11.5625000000
7005,20130531,9.9000000000
7015,20130501,11.8500000000
7015,20130502,10.8375000000
7015,20130503,12.1875000000
7015,20130504,10.4875000000
7015,20130505,12.5375000000
7015,20130506,14.2750000000
7015,20130507,15.4875000000
7015,20130508,13.2375000000
7015,20130509,12.5750000000
7015,20130510,11.9875000000
7015,20130511,10.6875000000
7015,20130512,10.0000000000
7015,20130513,11.4875000000
7015,20130514,9.8750000000
7015,20130515,11.9125000000
7015,20130516,9.5000000000
7015,20130517,9.1250000000
7015,20130518,11.0500000000
7015,20130519,12.3000000000
7015,20130520,9.8625000000
7015,20130521,9.3125000000
7015,20130522,10.1571428571
7015,20130523,8.0250000000
7015,20130524,6.0500000000
7015,20130525,9.2375000000
7015,20130526,11.6000000000
7015,20130527,12.8500000000
7015,20130528,12.6375000000
7015,20130529,9.8125000000
7015,20130530,11.5125000000
7015,20130531,10.7000000000
7020,20130501,9.1125000000
7020,20130502,9.9875000000
7020,20130503,9.8875000000
7020,20130504,10.6000000000
7020,20130505,10.8875000000
7020,20130506,10.6500000000
7020,20130507,12.7375000000
7020,20130508,12.0875000000
7020,20130509,10.8125000000
7020,20130510,11.0375000000
7020,20130511,10.2375000000
7020,20130512,10.4000000000
7020,20130513,10.8500000000
7020,20130514,9.6500000000
7020,20130515,10.1875000000
7020,20130516,9.9625000000
7020,20130517,10.2125000000
7020,20130518,11.3375000000
7020,20130519,10.3750000000
7020,20130520,11.0375000000
7020,20130521,11.7000000000
7020,20130522,11.1000000000
7020,20130523,9.9625000000
7020,20130524,9.5000000000
7020,20130525,10.0250000000
7020,20130526,10.9571428571
7020,20130527,11.3500000000
7020,20130528,9.7250000000
7020,20130529,11.3375000000
7020,20130530,11.6625000000
7020,20130531,12.0000000000
7027,20130501,9.3375000000
7027,20130502,8.3125000000
7027,20130503,9.9000000000
7027,20130504,10.7625000000
7027,20130505,11.1500000000
7027,20130506,12.3250000000
7027,20130507,15.0875000000
7027,20130508,14.5125000000
7027,20130509,11.3000000000
7027,20130510,11.6875000000
7027,20130511,11.0250000000
7027,20130512,10.4625000000
7027,20130513,11.8000000000
7027,20130514,9.9625000000
7027,20130515,9.2750000000
7027,20130516,8.6750000000
7027,20130517,8.8875000000
7027,20130518,10.7750000000
7027,20130519,10.8000000000
7027,20130520,10.7875000000
7027,20130521,12.5500000000
7027,20130522,11.7250000000
7027,20130523,9.1500000000
7027,20130524,6.7375000000
7027,20130525,8.3250000000
7027,20130526,10.6375000000
7027,20130527,12.0750000000
7027,20130528,10.5375000000
7027,20130529,10.1250000000
7027,20130530,11.6500000000
7027,20130531,11.2000000000
7037,20130501,10.3625000000
7037,20130502,9.8750000000
7037,20130503,10.8000000000
7037,20130504,9.7250000000
7037,20130505,11.9375000000
7037,20130506,13.2125000000
7037,20130507,15.2750000000
7037,20130508,14.3875000000
7037,20130509,11.4125000000
7037,20130510,10.9875000000
7037,20130511,10.7125000000
7037,20130512,10.2875000000
7037,20130513,11.3250000000
7037,20130514,9.6625000000
7037,20130515,9.3250000000
7037,20130516,9.9000000000
7037,20130517,10.0000000000
7037,20130518,10.2125000000
7037,20130519,10.7250000000
7037,20130520,10.0125000000
7037,20130521,11.1000000000
7037,20130522,10.5500000000
7037,20130523,7.7875000000
7037,20130524,5.1250000000
7037,20130525,8.3750000000
7037,20130526,10.2625000000
7037,20130527,11.2750000000
7037,20130528,10.6500000000
7037,20130529,9.5875000000
7037,20130530,10.8625000000
7037,20130531,10.1000000000
7072,20130501,11.1750000000
7072,20130502,12.1750000000
7072,20130503,11.4375000000
7072,20130504,11.3000000000
7072,20130505,12.5125000000
7072,20130506,12.4625000000
7072,20130507,13.6875000000
7072,20130508,14.0375000000
7072,20130509,13.3250000000
7072,20130510,11.4125000000
7072,20130511,12.7625000000
7072,20130512,11.2000000000
7072,20130513,12.6875000000
7072,20130514,12.2000000000
7072,20130515,12.2375000000
7072,20130516,10.1500000000
7072,20130517,10.0625000000
7072,20130518,12.8000000000
7072,20130519,11.6375000000
7072,20130520,10.5250000000
7072,20130521,10.4750000000
7072,20130522,9.7750000000
7072,20130523,8.0250000000
7072,20130524,6.7375000000
7072,20130525,9.7250000000
7072,20130526,9.4500000000
7072,20130527,11.5500000000
7072,20130528,11.1000000000
7072,20130529,10.7375000000
7072,20130530,10.8750000000
7072,20130531,8.9000000000
7110,20130501,9.0000000000
7110,20130502,10.2250000000
7110,20130503,10.3000000000
7110,20130504,10.6250000000
7110,20130505,11.1375000000
7110,20130506,13.3000000000
7110,20130507,14.2250000000
7110,20130508,12.0250000000
7110,20130509,10.4750000000
7110,20130510,11.5750000000
7110,20130511,10.1625000000
7110,20130512,10.4750000000
7110,20130513,11.2625000000
7110,20130514,9.2500000000
7110,20130515,8.1125000000
7110,20130516,7.5250000000
7110,20130517,9.3000000000
7110,20130518,10.8750000000
7110,20130519,10.4875000000
7110,20130520,11.4625000000
7110,20130521,11.2125000000
7110,20130522,12.1625000000
7110,20130523,10.1000000000
7110,20130524,8.6875000000
7110,20130525,9.7500000000
7110,20130526,10.2625000000
7110,20130527,10.0250000000
7110,20130528,9.5750000000
7110,20130529,10.3500000000
7110,20130530,12.9500000000
7110,20130531,11.6000000000
7117,20130501,9.2750000000
7117,20130502,10.5875000000
7117,20130503,10.2750000000
7117,20130504,11.6500000000
7117,20130505,11.5125000000
7117,20130506,12.4125000000
7117,20130507,15.5875000000
7117,20130508,12.9750000000
7117,20130509,10.8125000000
7117,20130510,11.9000000000
7117,20130511,10.7500000000
7117,20130512,11.0750000000
7117,20130513,11.3875000000
7117,20130514,9.7000000000
7117,20130515,9.2625000000
7117,20130516,9.1125000000
7117,20130517,10.1500000000
7117,20130518,11.5750000000
7117,20130519,9.9625000000
7117,20130520,10.9875000000
7117,20130521,11.2250000000
7117,20130522,12.3875000000
7117,20130523,10.4750000000
7117,20130524,9.6375000000
7117,20130525,10.1625000000
7117,20130526,10.4375000000
7117,20130527,11.7625000000
7117,20130528,10.4875000000
7117,20130529,11.2625000000
7117,20130530,12.5125000000
7117,20130531,11.2000000000
7130,20130501,10.2625000000
7130,20130502,8.9750000000
7130,20130503,11.4375000000
7130,20130504,11.3250000000
7130,20130505,14.4250000000
7130,20130506,15.0875000000
7130,20130507,16.4000000000
7130,20130508,14.5625000000
7130,20130509,11.3250000000
7130,20130510,12.3000000000
7130,20130511,11.8625000000
7130,20130512,11.4500000000
7130,20130513,13.2125000000
7130,20130514,10.4250000000
7130,20130515,8.8625000000
7130,20130516,8.9125000000
7130,20130517,11.4625000000
7130,20130518,11.3375000000
7130,20130519,10.4375000000
7130,20130520,11.4625000000
7130,20130521,13.4000000000
7130,20130522,13.0375000000
7130,20130523,9.6875000000
7130,20130524,7.9125000000
7130,20130525,10.4625000000
7130,20130526,10.4250000000
7130,20130527,12.4875000000
7130,20130528,9.7500000000
7130,20130529,10.4625000000
7130,20130530,12.4250000000
7130,20130531,11.3000000000
7139,20130501,9.1125000000
7139,20130502,9.8750000000
7139,20130503,11.6875000000
7139,20130504,10.8125000000
7139,20130505,12.4375000000
7139,20130506,13.4250000000
7139,20130507,15.5875000000
7139,20130508,15.0875000000
7139,20130509,11.2250000000
7139,20130510,11.7166666667
7139,20130511,9.9000000000
7139,20130512,11.3000000000
7139,20130513,12.4000000000
7139,20130514,10.1125000000
7139,20130515,9.0250000000
7139,20130516,8.2625000000
7139,20130517,8.4750000000
7139,20130518,9.8375000000
7139,20130519,11.3125000000
7139,20130520,10.3875000000
7139,20130521,13.3000000000
7139,20130522,12.0000000000
7139,20130523,8.1000000000
7139,20130524,5.7750000000
7139,20130525,8.1125000000
7139,20130526,9.8875000000
7139,20130527,12.1125000000
7139,20130528,10.8875000000
7139,20130529,10.5375000000
7139,20130530,11.5000000000
7139,20130531,11.3000000000
7149,20130501,10.6250000000
7149,20130502,12.6625000000
7149,20130503,12.8250000000
7149,20130504,11.9875000000
7149,20130505,14.8250000000
7149,20130506,13.2750000000
7149,20130507,15.1250000000
7149,20130508,15.6750000000
7149,20130509,13.8000000000
7149,20130510,11.4375000000
7149,20130511,13.3250000000
7149,20130512,11.9625000000
7149,20130513,13.3875000000
7149,20130514,12.3125000000
7149,20130515,11.8125000000
7149,20130516,11.0125000000
7149,20130517,11.5750000000
7149,20130518,11.3375000000
7149,20130519,11.9125000000
7149,20130520,10.6875000000
7149,20130521,11.1375000000
7149,20130522,12.0375000000
7149,20130523,9.0500000000
7149,20130524,5.8500000000
7149,20130525,9.6875000000
7149,20130526,11.1250000000
7149,20130527,12.4250000000
7149,20130528,11.9500000000
7149,20130529,11.1625000000
7149,20130530,11.9625000000
7149,20130531,11.9000000000
7168,20130501,11.2000000000
7168,20130502,11.9875000000
7168,20130503,10.9875000000
7168,20130504,12.8250000000
7168,20130505,14.4000000000
7168,20130506,12.1125000000
7168,20130507,12.1500000000
7168,20130508,13.5250000000
7168,20130509,14.3375000000
7168,20130510,11.3500000000
7168,20130511,12.8000000000
7168,20130512,11.2625000000
7168,20130513,12.0625000000
7168,20130514,12.1875000000
7168,20130515,11.4000000000
7168,20130516,10.4500000000
7168,20130517,11.3250000000
7168,20130518,11.5250000000
7168,20130519,12.0500000000
7168,20130520,10.9000000000
7168,20130521,10.7500000000
7168,20130522,9.9875000000
7168,20130523,7.9875000000
7168,20130524,6.6625000000
7168,20130525,8.9375000000
7168,20130526,9.2000000000
7168,20130527,11.9500000000
7168,20130528,11.4750000000
7168,20130529,10.5000000000
7168,20130530,10.9250000000
7168,20130531,10.1000000000
7181,20130501,10.1625000000
7181,20130502,11.2375000000
7181,20130503,11.5750000000
7181,20130504,12.8375000000
7181,20130505,13.6875000000
7181,20130506,13.0625000000
7181,20130507,13.0875000000
7181,20130508,14.2875000000
7181,20130509,14.3250000000
7181,20130510,11.0750000000
7181,20130511,11.1250000000
7181,20130512,9.5750000000
7181,20130513,9.9125000000
7181,20130514,11.9000000000
7181,20130515,11.1625000000
7181,20130516,8.8500000000
7181,20130517,9.1125000000
7181,20130518,11.8375000000
7181,20130519,10.6875000000
7181,20130520,9.1375000000
7181,20130521,10.0875000000
7181,20130522,8.2000000000
7181,20130523,6.0125000000
7181,20130524,6.0375000000
7181,20130525,8.0625000000
7181,20130526,6.7875000000
7181,20130527,12.5500000000
7181,20130528,11.9750000000
7181,20130529,9.5375000000
7181,20130530,9.5000000000
7181,20130531,7.5000000000
7190,20130501,12.5875000000
7190,20130502,14.2000000000
7190,20130503,13.0250000000
7190,20130504,12.6500000000
7190,20130505,14.4500000000
7190,20130506,18.4166666667
7190,20130507,15.1250000000
7190,20130508,16.7250000000
7190,20130509,17.3125000000
7190,20130510,14.4250000000
7190,20130511,13.8625000000
7190,20130512,11.7500000000
7190,20130513,11.9875000000
7190,20130514,14.7375000000
7190,20130515,14.4500000000
7190,20130516,12.8500000000
7190,20130517,11.5125000000
7190,20130518,15.1000000000
7190,20130519,12.1250000000
7190,20130520,10.8750000000
7190,20130521,11.7125000000
7190,20130522,10.5375000000
7190,20130523,8.1875000000
7190,20130524,7.9625000000
7190,20130525,9.8750000000
7190,20130526,8.6875000000
7190,20130527,13.3000000000
7190,20130528,14.7833333333
7190,20130529,11.4600000000
7190,20130530,11.4625000000
7190,20130531,11.8000000000
7207,20130501,10.3500000000
7207,20130502,10.1250000000
7207,20130503,11.2625000000
7207,20130504,11.3625000000
7207,20130505,12.2625000000
7207,20130506,13.2750000000
7207,20130507,14.2500000000
7207,20130508,12.9750000000
7207,20130509,12.0625000000
7207,20130510,12.1250000000
7207,20130511,12.1125000000
7207,20130512,12.0375000000
7207,20130513,12.3250000000
7207,20130514,11.1125000000
7207,20130515,10.8500000000
7207,20130516,9.6375000000
7207,20130517,11.3750000000
7207,20130518,12.7625000000
7207,20130519,11.3125000000
7207,20130520,11.4250000000
7207,20130521,13.3125000000
7207,20130522,13.3000000000
7207,20130523,11.5375000000
7207,20130524,10.0625000000
7207,20130525,11.1250000000
7207,20130526,11.3125000000
7207,20130527,11.9875000000
7207,20130528,11.1500000000
7207,20130529,11.2625000000
7207,20130530,13.3375000000
7207,20130531,12.1000000000
7222,20130501,9.6375000000
7222,20130502,11.2125000000
7222,20130503,12.9750000000
7222,20130504,12.4000000000
7222,20130505,13.5750000000
7222,20130506,15.9250000000
7222,20130507,16.2875000000
7222,20130508,13.7750000000
7222,20130509,11.0000000000
7222,20130510,12.2375000000
7222,20130511,12.5625000000
7222,20130512,11.9875000000
7222,20130513,12.8750000000
7222,20130514,11.3875000000
7222,20130515,10.2625000000
7222,20130516,8.7250000000
7222,20130517,11.4375000000
7222,20130518,12.1000000000
7222,20130519,10.0125000000
7222,20130520,11.0625000000
7222,20130521,14.9125000000
7222,20130522,14.7250000000
7222,20130523,10.5375000000
7222,20130524,9.3625000000
7222,20130525,11.0750000000
7222,20130526,11.8000000000
7222,20130527,13.1125000000
7222,20130528,11.3000000000
7222,20130529,10.1750000000
7222,20130530,13.1000000000
7222,20130531,11.7000000000
7240,20130501,9.6625000000
7240,20130502,11.4375000000
7240,20130503,13.1250000000
7240,20130504,12.8500000000
7240,20130505,13.4625000000
7240,20130506,15.0500000000
7240,20130507,16.9625000000
7240,20130508,16.0375000000
7240,20130509,12.6750000000
7240,20130510,11.4875000000
7240,20130511,12.8375000000
7240,20130512,12.4125000000
7240,20130513,12.8375000000
7240,20130514,12.5500000000
7240,20130515,11.9875000000
7240,20130516,11.1500000000
7240,20130517,11.9125000000
7240,20130518,10.1875000000
7240,20130519,10.5250000000
7240,20130520,10.9500000000
7240,20130521,13.8250000000
7240,20130522,12.5750000000
7240,20130523,9.5875000000
7240,20130524,6.9750000000
7240,20130525,9.1000000000
7240,20130526,11.1125000000
7240,20130527,13.8375000000
7240,20130528,11.7000000000
7240,20130529,11.0750000000
7240,20130530,12.0250000000
7240,20130531,10.7000000000
7255,20130501,11.3625000000
7255,20130502,12.2750000000
7255,20130503,12.3000000000
7255,20130504,14.0125000000
7255,20130505,14.2250000000
7255,20130506,14.6625000000
7255,20130507,15.8875000000
7255,20130508,15.2750000000
7255,20130509,13.1250000000
7255,20130510,10.5875000000
7255,20130511,12.5500000000
7255,20130512,11.9375000000
7255,20130513,11.8625000000
7255,20130514,13.0500000000
7255,20130515,10.7500000000
7255,20130516,10.9125000000
7255,20130517,11.5250000000
7255,20130518,11.0375000000
7255,20130519,9.6875000000
7255,20130520,10.2500000000
7255,20130521,11.5000000000
7255,20130522,12.3375000000
7255,20130523,9.4500000000
7255,20130524,6.4500000000
7255,20130525,8.7250000000
7255,20130526,10.1250000000
7255,20130527,12.8000000000
7255,20130528,11.7625000000
7255,20130529,10.4375000000
7255,20130530,10.6375000000
7255,20130531,9.0000000000
7280,20130501,12.3500000000
7280,20130502,13.0375000000
7280,20130503,11.5625000000
7280,20130504,12.8375000000
7280,20130505,14.9125000000
7280,20130506,15.1500000000
7280,20130507,14.1000000000
7280,20130508,14.3125000000
7280,20130509,15.4000000000
7280,20130510,12.1625000000
7280,20130511,11.8375000000
7280,20130512,11.0750000000
7280,20130513,10.5625000000
7280,20130514,13.0500000000
7280,20130515,11.4875000000
7280,20130516,9.3250000000
7280,20130517,10.5500000000
7280,20130518,11.1000000000
7280,20130519,10.0750000000
7280,20130520,9.5125000000
7280,20130521,10.0375000000
7280,20130522,9.2250000000
7280,20130523,7.4750000000
7280,20130524,5.7250000000
7280,20130525,7.6250000000
7280,20130526,8.9875000000
7280,20130527,11.9625000000
7280,20130528,10.4750000000
7280,20130529,9.4875000000
7280,20130530,9.1875000000
7280,20130531,9.1000000000
7299,20130501,11.6750000000
7299,20130502,13.6125000000
7299,20130503,12.0375000000
7299,20130504,12.7625000000
7299,20130505,13.2750000000
7299,20130506,14.9500000000
7299,20130507,15.8250000000
7299,20130508,17.0125000000
7299,20130509,16.5250000000
7299,20130510,13.4375000000
7299,20130511,11.8375000000
7299,20130512,10.8750000000
7299,20130513,12.3625000000
7299,20130514,14.0875000000
7299,20130515,14.1250000000
7299,20130516,11.5625000000
7299,20130517,11.3250000000
7299,20130518,14.8750000000
7299,20130519,11.3500000000
7299,20130520,11.1375000000
7299,20130521,10.6625000000
7299,20130522,10.0500000000
7299,20130523,8.9500000000
7299,20130524,7.5500000000
7299,20130525,7.5250000000
7299,20130526,8.6125000000
7299,20130527,12.6500000000
7299,20130528,13.0750000000
7299,20130529,10.0375000000
7299,20130530,12.3500000000
7299,20130531,10.4000000000
7314,20130501,11.1125000000
7314,20130502,12.1500000000
7314,20130503,11.3125000000
7314,20130504,12.7875000000
7314,20130505,13.4625000000
7314,20130506,15.0125000000
7314,20130507,15.1875000000
7314,20130508,14.7625000000
7314,20130509,13.0625000000
7314,20130510,13.0625000000
7314,20130511,13.1500000000
7314,20130512,12.6500000000
7314,20130513,12.8750000000
7314,20130514,12.7000000000
7314,20130515,12.0375000000
7314,20130516,11.4875000000
7314,20130517,12.2000000000
7314,20130518,12.5375000000
7314,20130519,12.1375000000
7314,20130520,11.8500000000
7314,20130521,12.9250000000
7314,20130522,13.8625000000
7314,20130523,12.3500000000
7314,20130524,11.0750000000
7314,20130525,11.5250000000
7314,20130526,12.8375000000
7314,20130527,13.9125000000
7314,20130528,12.2500000000
7314,20130529,11.7000000000
7314,20130530,13.1750000000
7314,20130531,12.8000000000
7335,20130501,10.7375000000
7335,20130502,8.6750000000
7335,20130503,11.6250000000
7335,20130504,12.6125000000
7335,20130505,13.8625000000
7335,20130506,14.3750000000
7335,20130507,16.1750000000
7335,20130508,15.2500000000
7335,20130509,11.6000000000
7335,20130510,9.9000000000
7335,20130511,12.4875000000
7335,20130512,11.6375000000
7335,20130513,11.5875000000
7335,20130514,12.2875000000
7335,20130515,10.5375000000
7335,20130516,8.6000000000
7335,20130517,11.2625000000
7335,20130518,9.6875000000
7335,20130519,9.5250000000
7335,20130520,10.3500000000
7335,20130521,13.0750000000
7335,20130522,13.6125000000
7335,20130523,10.7875000000
7335,20130524,7.3625000000
7335,20130525,8.6375000000
7335,20130526,10.1750000000
7335,20130527,12.9000000000
7335,20130528,11.4250000000
7335,20130529,9.9500000000
7335,20130530,10.9250000000
7335,20130531,11.6000000000
7434,20130501,11.5375000000
7434,20130502,8.5500000000
7434,20130503,9.2250000000
7434,20130504,11.4875000000
7434,20130505,14.6375000000
7434,20130506,14.9625000000
7434,20130507,15.2625000000
7434,20130508,14.4875000000
7434,20130509,11.7500000000
7434,20130510,9.0500000000
7434,20130511,10.1000000000
7434,20130512,9.7375000000
7434,20130513,9.3375000000
7434,20130514,11.5000000000
7434,20130515,9.1375000000
7434,20130516,8.4750000000
7434,20130517,10.3250000000
7434,20130518,8.8625000000
7434,20130519,7.2000000000
7434,20130520,8.1875000000
7434,20130521,9.9500000000
7434,20130522,11.0750000000
7434,20130523,9.0000000000
7434,20130524,5.7500000000
7434,20130525,6.2625000000
7434,20130526,8.8250000000
7434,20130527,12.5125000000
7434,20130528,9.4625000000
7434,20130529,7.9625000000
7434,20130530,8.8000000000
7434,20130531,9.7000000000
7460,20130501,12.7500000000
7460,20130502,12.0625000000
7460,20130503,12.6750000000
7460,20130504,12.8000000000
7460,20130505,12.3625000000
7460,20130506,13.6125000000
7460,20130507,14.1750000000
7460,20130508,14.3125000000
7460,20130509,14.9500000000
7460,20130510,12.1500000000
7460,20130511,12.5750000000
7460,20130512,11.3250000000
7460,20130513,12.0875000000
7460,20130514,15.4750000000
7460,20130515,10.9500000000
7460,20130516,8.6625000000
7460,20130517,9.9000000000
7460,20130518,8.2375000000
7460,20130519,9.7375000000
7460,20130520,11.1375000000
7460,20130521,11.0500000000
7460,20130522,11.4000000000
7460,20130523,9.0000000000
7460,20130524,6.8875000000
7460,20130525,7.4000000000
7460,20130526,8.4875000000
7460,20130527,11.9875000000
7460,20130528,11.5750000000
7460,20130529,9.7375000000
7460,20130530,10.3375000000
7460,20130531,9.3000000000
7471,20130501,10.7000000000
7471,20130502,9.8875000000
7471,20130503,8.9000000000
7471,20130504,8.7750000000
7471,20130505,10.5250000000
7471,20130506,11.8250000000
7471,20130507,11.2750000000
7471,20130508,12.5500000000
7471,20130509,13.2000000000
7471,20130510,9.0375000000
7471,20130511,8.5375000000
7471,20130512,7.9750000000
7471,20130513,10.5750000000
7471,20130514,13.0250000000
7471,20130515,9.7250000000
7471,20130516,4.9000000000
7471,20130517,7.1625000000
7471,20130518,6.3750000000
7471,20130519,6.7375000000
7471,20130520,7.4625000000
7471,20130521,8.2500000000
7471,20130522,8.5375000000
7471,20130523,6.3875000000
7471,20130524,3.6000000000
7471,20130525,3.8750000000
7471,20130526,6.1125000000
7471,20130527,8.8000000000
7471,20130528,7.5625000000
7471,20130529,5.6875000000
7471,20130530,6.9125000000
7471,20130531,6.9000000000
7481,20130501,13.1750000000
7481,20130502,14.0125000000
7481,20130503,11.9125000000
7481,20130504,12.3750000000
7481,20130505,13.3500000000
7481,20130506,15.6750000000
7481,20130507,16.0875000000
7481,20130508,17.2500000000
7481,20130509,16.6125000000
7481,20130510,12.7625000000
7481,20130511,13.0500000000
7481,20130512,11.7000000000
7481,20130513,12.8125000000
7481,20130514,16.4875000000
7481,20130515,13.8875000000
7481,20130516,8.6375000000
7481,20130517,10.9285714286
7481,20130518,10.7625000000
7481,20130519,10.9875000000
7481,20130520,12.6750000000
7481,20130521,11.7875000000
7481,20130522,10.3500000000
7481,20130523,9.6625000000
7481,20130524,7.5375000000
7481,20130525,7.7375000000
7481,20130526,9.8000000000
7481,20130527,12.0857142857
7481,20130528,12.1000000000
7481,20130529,10.0000000000
7481,20130530,10.6250000000
7481,20130531,10.5000000000
7510,20130501,12.1000000000
7510,20130502,12.4125000000
7510,20130503,13.5125000000
7510,20130504,13.7125000000
7510,20130505,16.0375000000
7510,20130506,17.7125000000
7510,20130507,16.8625000000
7510,20130508,17.3250000000
7510,20130509,13.0750000000
7510,20130510,11.9750000000
7510,20130511,12.6500000000
7510,20130512,12.2250000000
7510,20130513,11.8000000000
7510,20130514,13.2875000000
7510,20130515,12.1500000000
7510,20130516,10.1625000000
7510,20130517,11.2500000000
7510,20130518,10.9000000000
7510,20130519,12.2625000000
7510,20130520,10.7500000000
7510,20130521,12.2375000000
7510,20130522,14.6625000000
7510,20130523,12.5500000000
7510,20130524,10.0750000000
7510,20130525,11.0625000000
7510,20130526,12.2250000000
7510,20130527,14.5875000000
7510,20130528,12.1125000000
7510,20130529,10.5000000000
7510,20130530,12.3125000000
7510,20130531,13.1000000000
7535,20130501,13.1625000000
7535,20130502,11.7250000000
7535,20130503,11.9375000000
7535,20130504,12.0000000000
7535,20130505,15.0750000000
7535,20130506,15.3375000000
7535,20130507,15.0000000000
7535,20130508,17.0250000000
7535,20130509,13.7125000000
7535,20130510,11.1500000000
7535,20130511,10.4250000000
7535,20130512,11.0750000000
7535,20130513,12.2000000000
7535,20130514,13.6875000000
7535,20130515,9.7625000000
7535,20130516,9.8875000000
7535,20130517,11.8125000000
7535,20130518,10.3375000000
7535,20130519,10.4500000000
7535,20130520,10.3250000000
7535,20130521,10.2750000000
7535,20130522,13.4500000000
7535,20130523,11.3500000000
7535,20130524,8.1750000000
7535,20130525,7.8375000000
7535,20130526,9.2625000000
7535,20130527,13.4250000000
7535,20130528,11.5500000000
7535,20130529,9.0500000000
7535,20130530,9.8500000000
7535,20130531,10.3000000000
7558,20130501,11.1250000000
7558,20130502,10.7625000000
7558,20130503,10.0125000000
7558,20130504,10.0000000000
7558,20130505,14.1500000000
7558,20130506,14.9000000000
7558,20130507,13.6500000000
7558,20130508,14.7750000000
7558,20130509,14.0250000000
7558,20130510,9.5500000000
7558,20130511,8.6125000000
7558,20130512,8.3750000000
7558,20130513,11.5250000000
7558,20130514,12.5500000000
7558,20130515,8.6250000000
7558,20130516,6.9375000000
7558,20130517,7.6750000000
7558,20130518,8.5750000000
7558,20130519,6.9500000000
7558,20130520,7.4125000000
7558,20130521,7.0125000000
7558,20130522,11.6375000000
7558,20130523,8.2750000000
7558,20130524,5.0125000000
7558,20130525,4.0750000000
7558,20130526,8.2500000000
7558,20130527,10.0875000000
7558,20130528,8.1125000000
7558,20130529,5.5875000000
7558,20130530,7.3500000000
7558,20130531,6.2000000000
7577,20130501,14.7500000000
7577,20130502,15.6250000000
7577,20130503,14.8625000000
7577,20130504,14.9000000000
7577,20130505,16.4375000000
7577,20130506,16.9125000000
7577,20130507,16.8625000000
7577,20130508,17.8000000000
7577,20130509,19.3000000000
7577,20130510,14.9750000000
7577,20130511,14.1250000000
7577,20130512,13.6625000000
7577,20130513,15.2625000000
7577,20130514,17.5375000000
7577,20130515,14.5500000000
7577,20130516,10.2875000000
7577,20130517,11.4625000000
7577,20130518,11.6625000000
7577,20130519,13.8375000000
7577,20130520,12.6375000000
7577,20130521,12.4000000000
7577,20130522,13.7000000000
7577,20130523,12.5750000000
7577,20130524,9.9250000000
7577,20130525,9.7250000000
7577,20130526,12.4375000000
7577,20130527,14.8000000000
7577,20130528,12.3625000000
7577,20130529,9.5625000000
7577,20130530,10.9250000000
7577,20130531,10.0000000000
7591,20130501,14.8875000000
7591,20130502,12.1250000000
7591,20130503,11.7625000000
7591,20130504,12.1250000000
7591,20130505,12.2750000000
7591,20130506,13.5875000000
7591,20130507,12.3250000000
